2026-08-22 07:31:08.070 -04:00 [INF] dev env
2026-08-22 07:31:13.451 -04:00 [INF] Starting role seeding...
2026-08-22 07:31:13.503 -04:00 [INF] Role Admin already exists
2026-08-22 07:31:13.510 -04:00 [INF] Role Moderator already exists
2026-08-22 07:31:13.512 -04:00 [INF] Role seeding completed.
2026-08-22 07:31:13.515 -04:00 [INF] Checking for admin user: admin@frenzyzone.com
2026-08-22 07:31:13.787 -04:00 [INF] Admin user already exists: admin@frenzyzone.com
2026-08-22 07:31:13.872 -04:00 [INF] Test users already exist. Skipping test user seeding.
2026-08-22 08:43:46.626 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 23.0916 ms
2026-08-22 08:43:52.644 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 23.4658 ms
2026-08-22 08:43:58.627 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.9320 ms
2026-08-22 08:44:04.624 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 20.0651 ms
2026-08-22 08:44:10.630 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 23.1631 ms
2026-08-22 08:44:16.626 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.1838 ms
2026-08-22 08:44:22.629 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.5642 ms
2026-08-22 08:44:28.627 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.6399 ms
2026-08-22 08:44:34.623 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 19.2950 ms
2026-08-22 08:44:40.625 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.4882 ms
2026-08-22 08:44:46.630 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.2420 ms
2026-08-22 08:44:52.629 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.2539 ms
2026-08-22 08:44:58.622 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 17.5550 ms
2026-08-22 08:45:04.632 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 24.0403 ms
2026-08-22 08:45:10.630 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.4295 ms
2026-08-22 08:45:16.629 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.5347 ms
2026-08-22 08:45:17.403 -04:00 [INF] HTTP GET /Dashboard responded 404 in 3.4474 ms
2026-08-22 08:45:22.812 -04:00 [INF] HTTP GET /Vip responded 200 in 169.8959 ms
2026-08-22 08:45:22.857 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 24.0228 ms
2026-08-22 08:45:23.367 -04:00 [INF] HTTP GET /Vip responded 200 in 153.9254 ms
2026-08-22 08:45:24.778 -04:00 [INF] HTTP GET /Vip responded 200 in 177.1724 ms
2026-08-22 08:45:26.264 -04:00 [INF] HTTP GET /Vip responded 200 in 160.2336 ms
2026-08-22 08:45:29.650 -04:00 [INF] HTTP GET / responded 200 in 258.5844 ms
2026-08-22 08:45:31.812 -04:00 [INF] HTTP GET /Admin/TemplateNav responded 200 in 60.4503 ms
2026-08-22 08:45:39.215 -04:00 [INF] HTTP GET /Admin/TemplateNav responded 200 in 55.7598 ms
2026-08-22 08:45:39.266 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 28.4917 ms
2026-08-22 08:46:53.054 -04:00 [INF] HTTP POST /Admin/TemplateNav/Save responded 302 in 119.3197 ms
2026-08-22 08:46:53.121 -04:00 [INF] HTTP GET /Admin/TemplateNav responded 200 in 56.2518 ms
2026-08-22 08:46:53.168 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 28.9924 ms
2026-08-22 08:46:59.093 -04:00 [INF] HTTP GET /Admin/TemplateNav responded 200 in 47.7541 ms
2026-08-22 08:46:59.143 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 33.0895 ms
2026-08-22 08:47:04.558 -04:00 [INF] HTTP GET /Admin/Templates responded 200 in 41.8466 ms
2026-08-22 08:47:04.598 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 23.5066 ms
2026-08-22 08:47:08.175 -04:00 [INF] HTTP POST /Admin/Templates/SetActive responded 302 in 24.3929 ms
2026-08-22 08:47:08.226 -04:00 [INF] HTTP GET /Admin/Templates responded 200 in 43.0146 ms
2026-08-22 08:47:08.266 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 24.5787 ms
2026-08-22 08:47:09.598 -04:00 [INF] HTTP GET /Admin/TemplateNav responded 200 in 47.5677 ms
2026-08-22 08:47:09.635 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 21.4591 ms
2026-08-22 08:47:32.436 -04:00 [INF] HTTP POST /Admin/TemplateNav/Save responded 302 in 67.1528 ms
2026-08-22 08:47:32.498 -04:00 [INF] HTTP GET /Admin/TemplateNav responded 200 in 53.4081 ms
2026-08-22 08:47:32.518 -04:00 [INF] HTTP GET /MvcApp.Web.styles.css responded 304 in 1.1859 ms
2026-08-22 08:47:32.526 -04:00 [INF] HTTP GET /_content/MvcApp.Module.Chat/MvcApp.Module.Chat.fwed7x91nk.bundle.scp.css responded 304 in 0.3390 ms
2026-08-22 08:47:32.530 -04:00 [INF] HTTP GET /_content/MvcApp.Module.Forum/MvcApp.Module.Forum.zscjpwphtj.bundle.scp.css responded 304 in 0.4764 ms
2026-08-22 08:47:32.550 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 33.0531 ms
2026-08-22 08:47:35.098 -04:00 [INF] HTTP GET / responded 200 in 125.9507 ms
2026-08-22 08:47:35.119 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 3.3181 ms
2026-08-22 08:47:35.134 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 2.6962 ms
2026-08-22 08:47:35.135 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 2.4817 ms
2026-08-22 08:47:35.147 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 30.0510 ms
2026-08-22 08:47:41.170 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 18.9142 ms
2026-08-22 08:47:47.171 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 19.8208 ms
2026-08-22 08:47:53.168 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 17.2039 ms
2026-08-22 08:47:59.185 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 17.3683 ms
2026-08-22 08:48:05.187 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 19.0178 ms
2026-08-22 08:48:11.171 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 19.5848 ms
2026-08-22 08:48:17.178 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 16.5656 ms
2026-08-22 08:48:23.169 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 19.5714 ms
2026-08-22 08:48:29.177 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 23.8921 ms
2026-08-22 08:48:34.187 -04:00 [INF] HTTP GET / responded 200 in 123.0750 ms
2026-08-22 08:48:34.207 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 5.6400 ms
2026-08-22 08:48:34.233 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 30.9469 ms
2026-08-22 08:48:34.267 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 34.0365 ms
2026-08-22 08:48:34.288 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 86.6847 ms
2026-08-22 08:48:40.335 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 18.5711 ms
2026-08-22 09:06:09.091 -04:00 [INF] dev env
2026-08-22 09:06:14.349 -04:00 [INF] Starting role seeding...
2026-08-22 09:06:14.412 -04:00 [INF] Role Admin already exists
2026-08-22 09:06:14.419 -04:00 [INF] Role Moderator already exists
2026-08-22 09:06:14.421 -04:00 [INF] Role seeding completed.
2026-08-22 09:06:14.427 -04:00 [INF] Checking for admin user: admin@frenzyzone.com
2026-08-22 09:06:14.678 -04:00 [INF] Admin user already exists: admin@frenzyzone.com
2026-08-22 09:06:14.784 -04:00 [INF] Test users already exist. Skipping test user seeding.
2026-08-22 09:06:14.800 -04:00 [INF] Likes and messages already exist. Skipping.
2026-08-22 09:06:14.869 -04:00 [INF] Subscription Status Updater Service is starting.
2026-08-22 09:06:15.093 -04:00 [WRN] Overriding address(es) 'http://localhost:9001'. Binding to endpoints defined via IConfiguration and/or UseKestrel() instead.
2026-08-22 09:06:15.658 -04:00 [WRN] Failed to determine the https port for redirect.
2026-08-22 09:06:16.309 -04:00 [WRN] Compiling a query which loads related collections for more than one collection navigation, either via 'Include' or through projection, but no 'QuerySplittingBehavior' has been configured. By default, Entity Framework will use 'QuerySplittingBehavior.SingleQuery', which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'.
2026-08-22 09:06:17.530 -04:00 [INF] HTTP GET /css/layout-override.css responded 304 in 20.9458 ms
2026-08-22 09:06:17.538 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 20.1949 ms
2026-08-22 09:06:17.555 -04:00 [INF] HTTP GET / responded 200 in 1909.5665 ms
2026-08-22 09:06:17.567 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 13.1388 ms
2026-08-22 09:06:17.577 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 73.5581 ms
2026-08-22 09:06:17.594 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 41.9178 ms
2026-08-22 09:06:20.930 -04:00 [INF] AuthenticationScheme: Identity.External signed out.
2026-08-22 09:06:20.931 -04:00 [INF] AuthenticationScheme: Identity.External signed out.
2026-08-22 09:06:21.208 -04:00 [INF] HTTP GET /Account/Login responded 200 in 359.5992 ms
2026-08-22 09:06:21.221 -04:00 [INF] HTTP GET /Account/Login responded 200 in 402.1011 ms
2026-08-22 09:06:21.230 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 7.0536 ms
2026-08-22 09:06:21.233 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 9.2589 ms
2026-08-22 09:06:27.420 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 130.7663 ms
2026-08-22 09:06:28.464 -04:00 [INF] AuthenticationScheme: Identity.Application signed in.
2026-08-22 09:06:28.469 -04:00 [INF] User admin logged in.
2026-08-22 09:06:28.476 -04:00 [INF] HTTP POST /Account/Login responded 302 in 388.2000 ms
2026-08-22 09:06:28.566 -04:00 [WRN] Compiling a query which loads related collections for more than one collection navigation, either via 'Include' or through projection, but no 'QuerySplittingBehavior' has been configured. By default, Entity Framework will use 'QuerySplittingBehavior.SingleQuery', which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'.
2026-08-22 09:06:28.761 -04:00 [INF] HTTP GET / responded 200 in 272.8103 ms
2026-08-22 09:06:28.782 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 4.5193 ms
2026-08-22 09:06:28.784 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 4.8832 ms
2026-08-22 09:06:28.792 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 3.5143 ms
2026-08-22 09:06:28.877 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 99.9200 ms
2026-08-22 09:06:34.835 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 23.3176 ms
2026-08-22 09:06:40.844 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 24.6951 ms
2026-08-22 09:06:46.842 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.3520 ms
2026-08-22 09:06:52.844 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 25.1316 ms
2026-08-22 09:06:58.847 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 27.1869 ms
2026-08-22 09:07:04.845 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 24.4163 ms
2026-08-22 09:07:10.840 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.0462 ms
2026-08-22 09:07:16.833 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 19.8888 ms
2026-08-22 09:07:22.830 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 24.6728 ms
2026-08-22 09:07:28.831 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 19.6205 ms
2026-08-22 09:07:34.833 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.3735 ms
2026-08-22 09:07:40.827 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 18.5782 ms
2026-08-22 09:07:46.832 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 27.0208 ms
2026-08-22 09:07:52.828 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.7120 ms
2026-08-22 09:07:58.832 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 25.2543 ms
2026-08-22 09:08:04.832 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.9174 ms
2026-08-22 09:08:10.831 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 24.6044 ms
2026-08-22 09:08:16.838 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 20.2367 ms
2026-08-22 09:08:22.832 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 24.6424 ms
2026-08-22 09:08:28.832 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 21.8631 ms
2026-08-22 09:08:34.830 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.1748 ms
2026-08-22 09:08:40.825 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 20.0995 ms
2026-08-22 09:08:46.837 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 26.4965 ms
2026-08-22 09:08:52.832 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.3760 ms
2026-08-22 09:08:58.831 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.1789 ms
2026-08-22 09:09:04.828 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 19.0870 ms
2026-08-22 09:09:10.825 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 18.4250 ms
2026-08-22 09:09:16.832 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.2851 ms
2026-08-22 09:09:22.831 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.4215 ms
2026-08-22 09:09:28.831 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.6231 ms
2026-08-22 09:09:34.834 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.9852 ms
2026-08-22 09:09:40.823 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 18.2983 ms
2026-08-22 09:09:46.824 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 17.7798 ms
2026-08-22 09:09:52.878 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 64.1091 ms
2026-08-22 09:09:58.833 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 19.2221 ms
2026-08-22 09:10:04.833 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.0813 ms
2026-08-22 09:10:09.526 -04:00 [INF] HTTP GET /Admin responded 200 in 317.4638 ms
2026-08-22 09:10:09.576 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 33.3002 ms
2026-08-22 09:10:21.249 -04:00 [INF] HTTP GET /Admin/TemplateNav responded 200 in 171.3354 ms
2026-08-22 09:10:21.277 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 26.9176 ms
2026-08-22 09:10:45.619 -04:00 [INF] HTTP GET /Admin responded 200 in 51.2024 ms
2026-08-22 09:10:45.664 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 29.2127 ms
2026-08-22 09:10:51.480 -04:00 [INF] HTTP GET /Admin/TemplateNav responded 200 in 59.9066 ms
2026-08-22 09:10:51.528 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 26.5567 ms
2026-08-22 09:10:54.297 -04:00 [INF] HTTP GET /Admin/TemplateNav responded 200 in 53.2745 ms
2026-08-22 09:10:54.337 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 23.7594 ms
